GameID,Player,Alignment,Result,back_old_mu,back_new_mu,back_new_sigma,back_old_rating,back_new_rating,back_rate_change,sheet_old_mu,sheet_new_mu,sheet_new_sigma,sheet_old_sigma,sheet_old_rating,sheet_new_rating,sheet_rate_change,mu_diff_back_vs_sheet
46,Chipper,Town,Loss,25.0,24.20824036946116,8.272731611951896,850,802,-48,25.0,24.229598525434,8.28206609711067,8.33333333333333,850.0,803.0,-47.0,-0.021358155972841075
46,Machop,Town,Loss,25.0,24.20824036946116,8.272731611951896,850,802,-48,25.0,24.229598525434,8.28206609711067,8.33333333333333,850.0,803.0,-47.0,-0.021358155972841075
46,Happymeal,Town,Loss,25.0,24.20824036946116,8.272731611951896,850,802,-48,25.0,24.229598525434,8.28206609711067,8.33333333333333,850.0,803.0,-47.0,-0.021358155972841075
47,Brownkow,Mafia,Win,25.0,25.8366890658221,8.270792738028632,850,913,63,25.0,25.8106028488958,8.28045527838798,8.33333333333333,850.0,911.0,61.0,0.026086216926298533
47,Happymeal,Mafia,Win,24.20824036946116,25.032806277873448,8.21156615202056,802,865,63,24.229598525434,25.0302711552888,8.23029147907521,8.28206609711067,803.0,863.0,60.0,0.0025351225846463876
47,Machop,Mafia,Win,24.20824036946116,25.03280627787345,8.21156615202056,802,865,63,24.229598525434,25.0302711552888,8.23029147907521,8.28206609711067,803.0,863.0,60.0,0.0025351225846499403
47,Lou,Town,Loss,25.79175963053884,24.967193722126545,8.21156615202056,910,860,-50,25.7704014745659,24.9697288447111,8.23029147907521,8.28206609711067,908.0,858.0,-50.0,-0.002535122584554017
47,Iln,Town,Loss,25.79175963053884,24.967193722126545,8.21156615202056,910,860,-50,25.7704014745659,24.9697288447111,8.23029147907521,8.28206609711067,908.0,858.0,-50.0,-0.002535122584554017
47,Smit,Town,Loss,24.20824036946116,23.383674461048862,8.21156615202056,802,753,-49,24.229598525434,23.4289258955793,8.23029147907521,8.28206609711067,803.0,754.0,-49.0,-0.04525143453043867
47,Badpants,Town,Loss,24.20824036946116,23.383674461048866,8.21156615202056,802,753,-49,24.229598525434,23.4289258955793,8.23029147907521,8.28206609711067,803.0,754.0,-49.0,-0.04525143453043512
47,Kwix,Town,Loss,24.20824036946116,23.383674461048866,8.21156615202056,802,753,-49,24.229598525434,23.4289258955793,8.23029147907521,8.28206609711067,803.0,754.0,-49.0,-0.04525143453043512
47,Chipper,Town,Loss,24.20824036946116,23.383674461048866,8.21156615202056,802,753,-49,24.229598525434,23.4289258955793,8.23029147907521,8.28206609711067,803.0,754.0,-49.0,-0.04525143453043512
47,Chester,Town,Loss,25.0,24.163310934177897,8.270792738028632,850,799,-51,25.0,24.1893971511041,8.28045527838798,8.33333333333333,850.0,800.0,-50.0,-0.02608621692620261
47,Starv,Town,Loss,25.0,24.163310934177897,8.270792738028632,850,799,-51,25.0,24.1893971511041,8.28045527838798,8.33333333333333,850.0,800.0,-50.0,-0.02608621692620261
47,Boobles,Town,Loss,24.20824036946116,23.383674461048866,8.21156615202056,802,753,-49,24.229598525434,23.4289258955793,8.23029147907521,8.28206609711067,803.0,754.0,-49.0,-0.04525143453043512
47,Kowa,Town,Loss,25.0,24.163310934177897,8.270792738028632,850,799,-51,25.0,24.1893971511041,8.28045527838798,8.33333333333333,850.0,800.0,-50.0,-0.02608621692620261
48,Rollo,Mafia,Loss,25.0,23.654137778827348,8.25632930151196,850,766,-84,25.0,23.7185649891763,8.26764857231961,8.33333333333333,850.0,770.0,-80.0,-0.06442721034895271
48,Svaan,Mafia,Loss,25.0,23.654137778827348,8.25632930151196,850,766,-84,25.0,23.7185649891763,8.26764857231961,8.33333333333333,850.0,770.0,-80.0,-0.06442721034895271
48,Badpants,Mafia,Loss,23.383674461048866,22.076850903890396,8.137933054317697,753,671,-82,23.4289258955793,22.1789441433979,8.16728249236312,8.23029147907521,754.0,675.0,-79.0,-0.1020932395075036
48,Creatchee,Town,Win,24.20824036946116,25.534601798492872,8.197417677935615,802,900,98,24.229598525434,25.4953354291494,8.21772059047153,8.28206609711067,803.0,895.0,92.0,0.03926636934347272
48,Noah,Town,Win,25.0,26.345862221172652,8.25632930151196,850,949,99,25.0,26.2814350108236,8.26764857231961,8.33333333333333,850.0,944.0,94.0,0.06442721034905219
48,Siggy,Town,Win,25.0,26.345862221172652,8.25632930151196,850,949,99,25.0,26.2814350108236,8.26764857231961,8.33333333333333,850.0,944.0,94.0,0.06442721034905219
48,Rocker,Town,Win,25.0,26.345862221172652,8.25632930151196,850,949,99,25.0,26.2814350108236,8.26764857231961,8.33333333333333,850.0,944.0,94.0,0.06442721034905219
48,Xcync,Town,Win,25.0,26.345862221172652,8.25632930151196,850,949,99,25.0,26.2814350108236,8.26764857231961,8.33333333333333,850.0,944.0,94.0,0.06442721034905219
48,Asiansam,Town,Win,25.0,26.345862221172652,8.25632930151196,850,949,99,25.0,26.2814350108236,8.26764857231961,8.33333333333333,850.0,944.0,94.0,0.06442721034905219
48,Machop,Town,Win,25.03280627787345,26.339629835031925,8.137933054317697,865,961,96,25.0302711552888,26.2802529074702,8.16728249236312,8.23029147907521,863.0,954.0,91.0,0.05937692756172552
48,Whyin,Town,Win,25.0,26.345862221172652,8.25632930151196,850,949,99,25.0,26.2814350108236,8.26764857231961,8.33333333333333,850.0,944.0,94.0,0.06442721034905219
48,Josh,Town,Win,25.0,26.345862221172652,8.25632930151196,850,949,99,25.0,26.2814350108236,8.26764857231961,8.33333333333333,850.0,944.0,94.0,0.06442721034905219
48,Carson,Town,Win,24.20824036946116,25.534601798492872,8.197417677935615,802,900,98,24.229598525434,25.4953354291494,8.21772059047153,8.28206609711067,803.0,895.0,92.0,0.03926636934347272
49,Noah,Mafia,Loss,26.345862221172652,24.878305091053623,8.17801635072731,949,858,-91,26.2814350108236,24.8932597419967,8.20082666922598,8.26764857231961,944.0,856.0,-88.0,-0.014954650943078462
49,Kwix,Mafia,Loss,23.383674461048866,21.9319851059791,8.13453703100061,753,662,-91,23.4289258955793,22.053250673464,8.16447094000922,8.23029147907521,754.0,667.0,-87.0,-0.12126556748490103
49,Xcync,Mafia,Loss,26.345862221172652,24.878305091053623,8.17801635072731,949,858,-91,26.2814350108236,24.8932597419967,8.20082666922598,8.26764857231961,944.0,856.0,-88.0,-0.014954650943078462
49,Svaan,Town,Win,23.654137778827348,25.121694908946388,8.17801635072731,766,874,108,23.7185649891763,25.1067402580032,8.20082666922598,8.26764857231961,770.0,871.0,101.0,0.014954650943188597
49,Lou,Town,Win,24.967193722126545,26.418883077196316,8.13453703100061,860,967,107,24.9697288447111,26.3454040668263,8.16447094000922,8.23029147907521,858.0,959.0,101.0,0.07347901037001492
49,Carson,Town,Win,25.534601798492872,26.981293702050525,8.120791435403207,900,1006,106,25.4953354291494,26.8668170394004,8.15223506696977,8.21772059047153,895.0,995.0,100.0,0.11447666265012657
49,Starv,Town,Win,24.163310934177897,25.636013545856272,8.192061971800644,799,908,109,24.1893971511041,25.5818706981003,8.21328808788978,8.28045527838798,800.0,902.0,102.0,0.05414284775597267
49,Brownkow,Town,Win,25.8366890658221,27.309391677500468,8.192061971800644,913,1021,108,25.8106028488958,27.2030763958919,8.21328808788978,8.28045527838798,911.0,1012.0,101.0,0.10631528160856618
49,Happymeal,Town,Win,25.032806277873448,26.484495632943226,8.13453703100061,865,971,106,25.0302711552888,26.4059463774041,8.16447094000922,8.23029147907521,863.0,963.0,100.0,0.0785492555391265
49,Plen,Town,Win,25.0,26.495055586628045,8.25277897884585,850,960,110,25.0,26.4102913023048,8.26472960331672,8.33333333333333,850.0,953.0,103.0,0.08476428432324568
49,Chester,Town,Win,24.163310934177897,25.636013545856272,8.192061971800644,799,908,109,24.1893971511041,25.5818706981003,8.21328808788978,8.28045527838798,800.0,902.0,102.0,0.05414284775597267
49,Machop,Town,Win,26.339629835031925,27.765405168033432,8.062985440183391,961,1066,105,26.2802529074702,27.6349729719299,8.10313132383477,8.16728249236312,954.0,1053.0,99.0,0.13043219610353063
49,Mintt,Town,Win,25.0,26.495055586628048,8.25277897884585,850,960,110,25.0,26.4102913023048,8.26472960331672,8.33333333333333,850.0,953.0,103.0,0.08476428432324923
50,Asiansam,Mafia,Loss,26.345862221172652,24.923738971104168,8.178670574321114,949,861,-88,26.2814350108236,24.9287873617825,8.20133545669011,8.26764857231961,944.0,859.0,-85.0,-0.005048390678332737
50,Xcync,Mafia,Loss,24.878305091053623,23.483028208021516,8.10257596948131,858,770,-88,24.8932597419967,23.5623601993476,8.13628632514517,8.20082666922598,856.0,772.0,-84.0,-0.07933199132608593
50,Iln,Mafia,Loss,24.967193722126545,23.56044699905063,8.135180605575858,860,772,-88,24.9697288447111,23.6292613282348,8.16497283092536,8.23029147907521,858.0,774.0,-84.0,-0.06881432918417119
50,Rocker,Town,Win,26.345862221172652,27.767985471241143,8.178670574321114,949,1054,105,26.2814350108236,27.6340826598648,8.20133545669011,8.26764857231961,944.0,1043.0,99.0,0.13390281137634474
50,Badpants,Town,Win,22.076850903890396,23.45848587320236,8.063611752518693,671,773,102,22.1789441433979,23.4989928083254,8.10362172558149,8.16728249236312,675.0,771.0,96.0,-0.04050693512304093
50,Plen,Town,Win,26.495055586628045,27.915956218206787,8.175221739282913,960,1064,104,26.4102913023048,27.7619852464069,8.1984945029614,8.26472960331672,953.0,1052.0,99.0,0.15397097179988606
50,Chester,Town,Win,25.636013545856272,27.0360865619482,8.116226841264558,908,1011,103,25.5818706981003,26.9168125931377,8.14841923039314,8.21328808788978,902.0,999.0,97.0,0.11927396881050001
50,Laur,Town,Win,25.0,26.448770386006068,8.253451797892902,850,957,107,25.0,26.3741976660755,8.26525067109299,8.33333333333333,850.0,950.0,100.0,0.07457271993056835
50,Smit,Town,Win,23.383674461048862,24.79042118412478,8.13518060557586,753,856,103,23.4289258955793,24.7693934120556,8.16497283092536,8.23029147907521,754.0,851.0,97.0,0.02102777206918205
50,Creatchee,Town,Win,25.534601798492872,26.93650578540498,8.121431668527958,900,1003,103,25.4953354291494,26.8317166610213,8.15273465138004,8.21772059047153,895.0,993.0,98.0,0.10478912438367871
50,Lou,Town,Win,26.418883077196316,27.799365326945715,8.06031003626168,967,1068,101,26.3454040668263,27.6645452702574,8.1008835837088,8.16447094000922,959.0,1055.0,96.0,0.13482005668831576
50,Carson,Town,Win,26.981293702050525,28.357115169366338,8.046945348329173,1006,1107,101,26.8668170394004,28.1820126100058,8.08896663133354,8.15223506696977,995.0,1091.0,96.0,0.1751025593605391
50,Aipha,Town,Win,25.0,26.448770386006068,8.253451797892902,850,957,107,25.0,26.3741976660755,8.26525067109299,8.33333333333333,850.0,950.0,100.0,0.07457271993056835
51,Machop,Mafia,Win,27.765405168033432,28.358155642246974,8.013361545493266,1066,1111,45,27.6349729719299,28.2300531528781,8.06107037989931,8.10313132383477,1053.0,1097.0,44.0,0.12810248936887447
51,Starv,Mafia,Win,25.636013545856272,26.24789110953551,8.139971524068704,908,955,47,25.5818706981003,26.1932180072551,8.16918314915,8.21328808788978,902.0,948.0,46.0,0.05467310228040745
51,Rocker,Mafia,Win,27.767985471241143,28.37786452008802,8.126839666299123,1054,1101,47,27.6340826598648,28.2436542701998,8.15745479462159,8.20133545669011,1043.0,1089.0,46.0,0.13421024988821983
51,Chester,Town,Loss,27.0360865619482,26.435483365958444,8.065595007145765,1011,975,-36,26.9168125931377,26.3150712208534,8.10552417488552,8.14841923039314,999.0,963.0,-36.0,0.12041214510504261
51,Aipha,Town,Loss,26.448770386006068,25.82768923345282,8.200160674042262,957,920,-37,26.3741976660755,25.7551006676362,8.22016361245128,8.26525067109299,950.0,913.0,-37.0,0.07258856581661988
51,Lou,Town,Loss,27.799365326945715,27.20700809168772,8.010736442326646,1068,1033,-35,27.6645452702574,27.0697947321075,8.05886381358487,8.1008835837088,1055.0,1019.0,-36.0,0.13721335958021896
51,Brownkow,Town,Loss,27.309391677500468,26.697514113821235,8.139971524068704,1021,985,-36,27.2030763958919,26.5917290867371,8.16918314915,8.21328808788978,1012.0,975.0,-37.0,0.10578502708413495
51,Badpants,Town,Loss,23.45848587320236,22.865643322857164,8.013976077608138,773,737,-36,23.4989928083254,22.9038406952535,8.0615517957089,8.10362172558149,771.0,735.0,-36.0,-0.03819737239633625
51,Xcync,Town,Loss,23.483028208021516,22.88444334373875,8.052203828600593,770,735,-35,23.5623601993476,22.9624070414147,8.09361558178461,8.13628632514517,772.0,736.0,-36.0,-0.07796369767595124
51,Carson,Town,Loss,28.357115169366338,27.766720362093885,7.9976225282047055,1107,1072,-35,28.1820126100058,27.5890082272668,8.0471647999412,8.08896663133354,1091.0,1055.0,-36.0,0.17771213482708603
51,Chipper,Town,Loss,23.383674461048866,22.76888026979155,8.15909617505705,753,716,-37,23.4289258955793,22.815048083928,8.18586644074993,8.23029147907521,754.0,716.0,-38.0,-0.04616781413645299
51,Iln,Town,Loss,23.56044699905063,22.957035785520052,8.08418674908507,772,736,-36,23.6292613282348,23.0250758974101,8.12177072909007,8.16497283092536,774.0,737.0,-37.0,-0.0680401118900491
51,Plen,Town,Loss,27.915956218206787,27.306591339577608,8.12345753626911,1064,1028,-36,27.7619852464069,27.1528353115684,8.15466705833138,8.1984945029614,1052.0,1015.0,-37.0,0.15375602800920873
52,Rollo,Mafia,Win,23.654137778827348,24.62951835080717,8.19009832745111,766,839,73,23.7185649891763,24.6483280959438,8.21175207018624,8.26764857231961,770.0,838.0,68.0,-0.01880974513662892
52,Streety,Mafia,Win,25.0,25.993656835089343,8.265204204394333,850,925,75,25.0,25.944575841483,8.27591858934685,8.33333333333333,850.0,920.0,70.0,0.049080993606342105
52,Rick,Mafia,Win,25.0,25.993656835089343,8.265204204394333,850,925,75,25.0,25.944575841483,8.27591858934685,8.33333333333333,850.0,920.0,70.0,0.049080993606342105
52,Josh,Town,Loss,26.345862221172652,25.370481649192836,8.19009832745111,949,890,-59,26.2814350108236,25.3516719040561,8.21175207018624,8.26764857231961,944.0,886.0,-58.0,0.0188097451367355
52,Iln,Town,Loss,22.957035785520052,22.021898217231282,8.022072655286358,736,679,-57,23.0250758974101,22.1277908255808,8.06916516646682,8.12177072909007,737.0,682.0,-55.0,-0.1058926083495173
52,Smit,Town,Loss,24.79042118412478,23.84345079877628,8.071865028382078,856,798,-58,24.7693934120556,23.8625501431828,8.1114041833889,8.16497283092536,851.0,795.0,-56.0,-0.019099344406519947
52,Carson,Town,Loss,27.766720362093885,26.851499142178458,7.937513572164448,1072,1016,-56,27.5890082272668,26.7081098597625,7.99619977373246,8.0471647999412,1055.0,1001.0,-54.0,0.1433892824159564
52,Lou,Town,Loss,27.20700809168772,26.288783455481337,7.950326491297777,1033,977,-56,27.0697947321075,26.1863367501225,8.00764341807692,8.05886381358487,1019.0,964.0,-55.0,0.10244670535883671
52,Siggy,Town,Loss,26.345862221172652,25.370481649192836,8.19009832745111,949,890,-59,26.2814350108236,25.3516719040561,8.21175207018624,8.26764857231961,944.0,886.0,-58.0,0.0188097451367355
52,Whyin,Town,Loss,26.345862221172652,25.370481649192836,8.19009832745111,949,890,-59,26.2814350108236,25.3516719040561,8.21175207018624,8.26764857231961,944.0,886.0,-58.0,0.0188097451367355
52,Lovekilling,Town,Loss,25.0,24.006343164910657,8.265204204394333,850,789,-61,25.0,24.0554241585169,8.27591858934685,8.33333333333333,850.0,792.0,-58.0,-0.04908099360624263
52,Matt,Town,Loss,25.0,24.006343164910657,8.265204204394333,850,789,-61,25.0,24.0554241585169,8.27591858934685,8.33333333333333,850.0,792.0,-58.0,-0.04908099360624263
52,Laur,Town,Loss,26.448770386006068,25.474069476944756,8.18729107198991,957,897,-60,26.3741976660755,25.4449730983005,8.20940916345992,8.26525067109299,950.0,893.0,-57.0,0.029096378644254628
53,Noah,Mafia,Loss,24.878305091053623,23.464860374121358,8.101699500636707,858,769,-89,24.8932597419967,23.5499746571348,8.13567751135421,8.20082666922598,856.0,772.0,-84.0,-0.08511428301344282
53,Whyin,Mafia,Loss,25.370481649192836,23.952858103258727,8.11343808311017,890,801,-89,25.3516719040561,24.0048100876793,8.1463124962485,8.21175207018624,886.0,801.0,-85.0,-0.05195198442057247
53,Plen,Mafia,Loss,27.306591339577608,25.911940212452095,8.048678731052487,1028,941,-87,27.1528353115684,25.8246092890867,8.09073676048479,8.15466705833138,1015.0,931.0,-84.0,0.08733092336539627
53,Carson,Town,Win,26.851499142178458,28.18304409792932,7.867822994130784,1016,1114,98,26.7081098597625,27.9852844904371,7.93635465764643,7.99619977373246,1001.0,1093.0,92.0,0.19775960749221966
53,Rocker,Town,Win,28.37786452008802,29.773677014410264,8.051966116362996,1101,1203,102,28.2436542701998,29.5727873490563,8.09345125833888,8.15745479462159,1089.0,1185.0,96.0,0.2008896653539658
53,Brownkow,Town,Win,26.697514113821235,28.097840452109523,8.064729357190433,985,1088,103,26.5917290867371,27.9246816609095,8.10487096563696,8.16918314915,975.0,1072.0,97.0,0.17315879120002364
53,Josh,Town,Win,25.370481649192836,26.788105195126942,8.11343808311017,890,994,104,25.3516719040561,26.6985337204329,8.1463124962485,8.21175207018624,886.0,985.0,99.0,0.08957147469404347
53,Xcync,Town,Win,22.88444334373875,24.254739508634014,7.979402756020931,735,835,100,22.9624070414147,24.2708462544576,8.03127725366202,8.09361558178461,736.0,831.0,95.0,-0.016106745823584845
53,Creatchee,Town,Win,26.93650578540498,28.330461494752548,8.04670957675453,1003,1106,103,26.8317166610213,28.159314110832,8.08885509300377,8.15273465138004,993.0,1090.0,97.0,0.17114738392054818
53,Mintt,Town,Win,26.495055586628048,27.93445769771747,8.17432085894116,960,1066,106,26.4102913023048,27.7745643043049,8.19787128058487,8.26472960331672,953.0,1052.0,99.0,0.15989339341257036
53,Svaan,Town,Win,25.121694908946388,26.53513962587865,8.101699500636707,874,978,104,25.1067402580032,26.4500253428651,8.13567751135421,8.20082666922598,871.0,969.0,98.0,0.0851142830135494
53,Boobles,Town,Win,23.383674461048866,24.80873836626635,8.13429323787046,753,857,104,23.4289258955793,24.7818679952064,8.16435740169905,8.23029147907521,754.0,852.0,98.0,0.026870371059949605
53,Rollo,Town,Win,24.62951835080717,26.047141896741273,8.11343808311017,839,944,105,24.6483280959438,25.9951899123206,8.1463124962485,8.21175207018624,838.0,937.0,99.0,0.05195198442067195
54,Lou,Mafia,Loss,26.288783455481337,25.092674463609722,7.883145059749641,977,902,-75,26.1863367501225,25.0305926591535,7.94999777616705,8.00764341807692,964.0,891.0,-73.0,0.062081804456223466
54,Kowa,Mafia,Loss,24.163310934177897,22.86884721601134,8.195026317999153,799,719,-80,24.1893971511041,22.9536739190734,8.21592621119388,8.28045527838798,800.0,723.0,-77.0,-0.08482670306205975
54,Maz,Mafia,Loss,25.0,23.685888652477736,8.255811510115693,850,769,-81,25.0,23.748464751845,8.26741882334399,8.33333333333333,850.0,772.0,-78.0,-0.06257609936726283
54,Creatchee,Town,Win,28.330461494752548,29.555742907642372,7.977017388611724,1106,1196,90,28.159314110832,29.3385866333772,8.029206153082,8.08885509300377,1090.0,1176.0,86.0,0.2171562742651716
54,Iln,Town,Win,22.021898217231282,23.23968929018251,7.9530280225476995,679,769,90,22.1277908255808,23.3013370317285,8.01000545915828,8.06916516646682,682.0,767.0,85.0,-0.06164774154598973
54,Xcync,Town,Win,24.254739508634014,25.459612031605175,7.911470270539325,835,924,89,24.2708462544576,25.433412985263,7.97305257886662,8.03127725366202,831.0,916.0,85.0,0.026199046342174626
54,Boobles,Town,Win,24.80873836626635,26.060833720342163,8.062266669337573,857,950,93,24.7818679952064,25.9832278132446,8.10281137270167,8.16435740169905,852.0,940.0,88.0,0.07760590709756343
54,Smit,Town,Win,23.84345079877628,25.076403898677608,8.001507545978688,798,889,91,23.8625501431828,25.0483976404743,8.05119218113481,8.1114041833889,795.0,882.0,87.0,0.02800625820330893
54,Rocker,Town,Win,29.773677014410264,31.000559541158374,7.982135250490973,1203,1294,91,29.5727873490563,30.7533985589468,8.03368779167144,8.09345125833888,1185.0,1272.0,87.0,0.24716098221157523
54,Streety,Town,Win,25.993656835089343,27.286372074435242,8.18959335596846,925,1020,95,25.944575841483,27.1789471649048,8.21150760182139,8.27591858934685,920.0,1011.0,91.0,0.10742490953044381
54,Machop,Town,Win,28.358155642246974,29.57330378109269,7.944544924283649,1111,1201,90,28.2300531528781,29.401249243519,8.00211114560821,8.06107037989931,1097.0,1183.0,86.0,0.17205453757368971
54,Kny,Town,Win,25.0,26.314111347522264,8.255811510115693,850,947,97,25.0,26.2515352481549,8.26741882334399,8.33333333333333,850.0,942.0,92.0,0.0625760993673623
54,Laur,Town,Win,25.474069476944756,26.742531208283744,8.113827257648559,897,991,94,25.4449730983005,26.6596100237831,8.14671510753092,8.20940916345992,893.0,982.0,89.0,0.08292118450064478
55,Badpants,Mafia,Loss,22.865643322857164,21.628111533170536,7.9442366019077735,737,660,-77,22.9038406952535,21.7154864092516,8.00191509096006,8.0615517957089,735.0,660.0,-75.0,-0.0873748760810642
55,Boobles,Mafia,Loss,26.060833720342163,24.808345094159165,7.991240155749352,950,872,-78,25.9832278132446,24.7826951060583,8.0421384167727,8.10281137270167,940.0,865.0,-75.0,0.025649988100866494
55,Happymeal,Mafia,Loss,26.484495632943226,25.209455154875474,8.061555317351322,971,892,-79,26.4059463774041,25.187097988162,8.10223054810624,8.16447094000922,963.0,886.0,-77.0,0.022357166713472765
55,Starv,Town,Win,26.24789110953551,27.524635548349575,8.066841370001393,955,1049,94,26.1932180072551,27.4134718469208,8.10682203633772,8.16918314915,948.0,1037.0,89.0,0.11116370142877585
55,Xcync,Town,Win,25.459612031605175,26.665692945287173,7.844411722420582,924,1013,89,25.433412985263,26.5958550110735,7.91560479887927,7.97305257886662,916.0,1001.0,85.0,0.06983793421367324
55,Kny,Town,Win,26.314111347522264,27.62744754836989,8.179469754612272,947,1044,97,26.2515352481549,27.5012732565541,8.20251064303864,8.26741882334399,942.0,1033.0,91.0,0.12617429181578999
55,Kwix,Town,Win,21.9319851059791,23.207025584046846,8.061555317351322,662,756,94,22.053250673464,23.2720990627061,8.10223054810624,8.16447094000922,667.0,756.0,89.0,-0.06507347865925439
55,Lou,Town,Win,25.092674463609722,26.29013602031773,7.816815182746046,902,990,88,25.0305926591535,26.1863312824507,7.89311272169108,7.94999777616705,891.0,976.0,85.0,0.10380473786702993
55,Machop,Town,Win,29.57330378109269,30.78948843154987,7.876628890173104,1201,1290,89,29.401249243519,30.5721679754527,7.94394969093824,8.00211114560821,1183.0,1269.0,86.0,0.21732045609716977
55,Rick,Town,Win,25.993656835089343,27.30998268075072,8.188598042994785,925,1022,97,25.944575841483,27.1968815110722,8.21078728553072,8.27591858934685,920.0,1012.0,92.0,0.11310116967852224
55,Chipper,Town,Win,22.76888026979155,24.051630205485726,8.085442059602672,716,811,95,22.815048083928,24.0402843538181,8.12307685419456,8.18586644074993,716.0,806.0,90.0,0.011345851667623919
55,Brownkow,Town,Win,28.097840452109523,29.351094244022843,7.993636792651419,1088,1181,93,27.9246816609095,29.1258239189287,8.04414601818132,8.10487096563696,1072.0,1160.0,88.0,0.2252703250941437
55,Insomnia,Town,Win,25.0,26.33811273989137,8.254791225653094,850,949,99,25.0,26.269718971282,8.26668334313653,8.33333333333333,850.0,943.0,93.0,0.06839376860936852
56,Asiansam,Mafia,Win,24.923738971104168,25.78770150613939,8.116378108390418,861,926,65,24.9287873617825,25.7609425255673,8.14883997868513,8.20133545669011,859.0,921.0,62.0,0.0267589805720867
56,Whyin,Mafia,Win,23.952858103258727,24.803095844767828,8.052647264870016,801,865,64,24.0048100876793,24.8258516794089,8.09501436420283,8.1463124962485,801.0,862.0,61.0,-0.022755834641071004
56,Xcync,Mafia,Win,26.665692945287173,27.460489340570497,7.789563068575006,1013,1073,60,26.5958550110735,27.3711125841721,7.86916354134277,7.91560479887927,1001.0,1059.0,58.0,0.08937675639839782
56,Kwix,Town,Loss,23.207025584046846,22.36762540937544,8.00194173149731,756,705,-51,23.2720990627061,22.4599071933022,8.05188074271142,8.10223054810624,756.0,706.0,-50.0,-0.09228178392676156
56,Noah,Town,Loss,23.464860374121358,22.617080739993785,8.04117635588114,769,718,-51,23.5499746571348,22.7310724989497,8.08460905520294,8.13567751135421,772.0,721.0,-51.0,-0.1139917589559154
56,Vandy,Town,Loss,25.0,24.103057507334068,8.267383688781976,850,796,-54,25.0,24.1408788142085,8.27790301316009,8.33333333333333,850.0,797.0,-53.0,-0.03782130687443086
56,Kny,Town,Loss,27.62744754836989,26.763316185810393,8.11715874229801,1044,992,-52,27.5012732565541,26.6688799119068,8.14998942591815,8.20251064303864,1033.0,982.0,-51.0,0.0944362739035931
56,Streety,Town,Loss,27.286372074435242,26.420100664361538,8.127047093818769,1020,968,-52,27.1789471649048,26.3447292311311,8.15878910106481,8.21150760182139,1011.0,959.0,-52.0,0.07537143323043693
56,Carson,Town,Loss,28.18304409792932,27.38349733173354,7.812473062927883,1114,1065,-49,27.9852844904371,27.205962928209,7.88948724225616,7.93635465764643,1093.0,1045.0,-48.0,0.17753440352453964
56,Chipper,Town,Loss,24.051630205485726,23.207249068504826,8.025288352931442,811,760,-51,24.0402843538181,23.2239134448424,8.07227979390621,8.12307685419456,806.0,756.0,-50.0,-0.016664376337573117
56,Nick,Town,Loss,25.0,24.103057507334068,8.267383688781976,850,796,-54,25.0,24.1408788142085,8.27790301316009,8.33333333333333,850.0,797.0,-53.0,-0.03782130687443086
56,Josh,Town,Loss,26.788105195126942,25.937867453617848,8.052647264870016,994,942,-52,26.6985337204329,25.8774921287033,8.09501436420283,8.1463124962485,985.0,934.0,-51.0,0.06037532491454911
